title,description,instructions,ingredients,photo_url,vegan,keto
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Sicilian Roasted Chicken,"I made up this one to resemble the rotisserie chicken I love so much. It is so expensive here, so here's my version.","['Preheat oven to 425 degrees F (220 degrees C). Grease a 9x13-inch pan with cooking spray.'
 'Arrange chicken pieces in the baking pan. Sprinkle salt, pepper, paprika, garlic powder, and oregano over both sides.'
 'Roast in the preheated oven until chicken is browned and the juices run clear, about 1 hour. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).']","['cooking spray' '1 whole chicken, cut into 8 pieces' '1 teaspoon salt'
 '1 teaspoon ground black pepper' '1 teaspoon ground paprika'
 '1 teaspoon garlic powder' '1 teaspoon dried oregano']",http://images.media-allrecipes.com/userphotos/560x315/3922864.jpg,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
George Washington's Birthday Cherry Cake,"My mother started making this recipe for George Washington's birthday when I was little.  Chock full of cherries, chocolate chips and nuts, this moist cake is a winner any time of the year!","['Preheat oven to 350 degrees F (175 degrees C). Thoroughly grease a 9-inch Bundt(R) pan with shortening, then dust with flour. Shake off any excess flour from the pan.'
 'In a bowl, mix together the flour, sugar, vegetable oil, eggs, vanilla extract, baking soda, cinnamon, and salt until thoroughly combined. Gently mix in the cherry pie filling, chocolate chips and nuts, and scrape the batter into the prepared pan.'
 ""Bake in the preheated oven until a toothpick inserted into the center of the cake comes out with moist crumbs, about 1 hour. Allow to cool for 10 minutes, then invert pan and remove cake. Allow cake to finish cooling on a rack; sprinkle lightly with confectioners' sugar.""]","['1 teaspoon vegetable shortening' '2 cups all-purpose flour'
 '3/4 cup white sugar' '3/4 cup vegetable oil' '2 eggs'
 '2 teaspoons vanilla extract' '1 teaspoon baking soda'
 '1 teaspoon ground cinnamon' '1 dash salt'
 '1 (21 ounce) can cherry pie filling'
 '1 (6 ounce) package semisweet chocolate chips' '1 cup chopped walnuts'
 ""2 teaspoons confectioners' sugar for dusting""]",http://images.media-allrecipes.com/userphotos/250x250/873535.jpg,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
Johnsonville® Three Cheese Italian Style Chicken Sausage Skillet Pizza,Squares of cheesy pizza are served up with sliced sausage and pepperoni in your favorite pizza sauce.,"['Top pizza crust with cheese. Bake crust according to package directions. Meanwhile, in a 12-inch skillet, combine the pizza sauce, sausage and pepperoni. Bring to a simmer, stirring occasionally. Reduce heat to low. Cut pizza crust into squares; arrange over sausage mixture in skillet.']","['1 (12 inch) pre-baked pizza crust'
 '1 1/2 cups shredded mozzarella cheese' '1 (14 ounce) jar pizza sauce'
 '1 (12 ounce) package Johnsonville® Three Cheese Italian Style Chicken Sausage, sliced'
 '1 (3.5 ounce) package sliced pepperoni']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,False,False
The Best Sweet and Sour Meatballs,"An easy, delicious recipe made with ingredients you always have around the  house! A definite winner! Wonderful served with rice!","['In a medium bowl, combine the ground beef, egg, bread crumbs and onion. Mix thoroughly and shape into golf ball-sized balls.'
 'In a large skillet over medium heat, gently brown the meatballs and set aside.'
 'In a large saucepan, combine the brown sugar, flour, water, white vinegar and soy sauce. Mix thoroughly. Add meatballs and bring to a boil. Reduce heat and simmer, stirring often, for 30 minutes.']","['1 pound ground beef' '1 egg' '1/4 cup dry bread crumbs' '1 onion, diced'
 '1 cup packed brown sugar' '3 tablespoons all-purpose flour'
 '1 1/2 cups water' '1/4 cup distilled white vinegar'
 '3 tablespoons soy sauce']",http://images.media-allrecipes.com/userphotos/560x315/550246.jpg,False,False
Spinach Salad with Radishes,Radishes make one of the first appearances in the spring garden and are a nice counterpoint to tender baby spinach. Use pre-washed spinach to save time--just give it a quick rinse and spin-dry before serving.,"['Combine the lemon juice, vinegar, salt, and pepper in a salad bowl. Add the olive oil slowly while whisking with a fork. Add more vinegar, salt, pepper, or oil to taste.'
 'The dressing can be made several hours in advance. When ready to serve, combine the spinach and radishes and toss with the dressing to coat.']","['1 tablespoon freshly squeezed lemon juice'
 '2 teaspoons white wine vinegar' 'Salt, to taste'
 'Freshly ground black pepper, to taste' '1/4 cup extra-virgin olive oil'
 '5 ounces baby spinach, cleaned' '4 medium radishes, cleaned and sliced']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,True,True
Garlic Basil Spread,This garlic and basil spread gives ordinary sandwiches a kick.,"['Combine basil leaves, garlic, and red pepper flakes in a food processor or blender. Pulse 3 to 4 times. Slowly pour in canola oil and olive oil and blend until thick and creamy, about 30 seconds. Add additional oil if needed to make the spread smoother.']","['8 fresh basil leaves' '8 cloves garlic' '1 teaspoon red pepper flakes'
 '2 tablespoons canola oil' '2 tablespoons olive oil, or as needed']",http://images.media-allrecipes.com/userphotos/250x250/943680.jpg,True,True
Kalamata Olive Tapenade,An olive tapenade without anchovies.,"['Place the garlic cloves into a blender or food processor; pulse to mince. Add the olives, capers, parsley, lemon juice, and olive oil Blend until everything is finely chopped. Season to taste with salt and pepper.']","['3 cloves garlic, peeled' '1 cup pitted kalamata olives'
 '2 tablespoons capers' '3 tablespoons chopped fresh parsley'
 '2 tablespoons lemon juice' '2 tablespoons olive oil'
 'salt and pepper to taste']",http://images.media-allrecipes.com/userphotos/250x250/948507.jpg,True,True
Thick-Style Lebanese Garlic Sauce,"This version is a fail-safe recipe that our family has perfected for the Lebanese Garlic Sauce. It can be used as a condiment on grilled meats, as a salad dressing, and in dishes that require good garlic flavor. We have found immersion blending works much better than using the blender. If you double the batch, don't double the salt, rather use 1 1/2 tablespoons.","['Place the garlic, salt, lemon juice, vegetable oil, and olive oil in a quart-sized jar. Submerge an immersion blender in the mixture to the bottom of the jar. Mix with the blender resting on the bottom of the jar until the ingredients thicken, 1 to 2 minutes. Angle the mixer to pull ingredients from the sides of the jar and lift it toward the top to better combine. Continue blending until the mixture reaches a texture similar to mayonnaise.']","['1 head garlic, minced' '1 tablespoon sea salt'
 '1/2 cup fresh lemon juice' '1 cup vegetable oil'
 '1 cup olive oil (not extra virgin)']",http://images.media-allrecipes.com/userphotos/560x315/81609.jpg,True,True
Basic Sauteed Kale - Duplicate,Simply sautéed kale seasoned with a blast of sherry vinegar is a deluxe combination.,"['Heat 1 tablespoon oil in a Dutch oven over medium heat. Add kale and cook, tossing with two large spoons, until bright green, about 1 minute. Add water, reduce heat to medium-low, cover and cook, stirring occasionally, until the kale is tender, 12 to 15 minutes. Push kale to one side, add the remaining 1 teaspoon oil to the empty side and cook garlic and crushed red pepper in it until fragrant, 30 seconds to 1 minute. Remove from the heat and toss together. Stir in vinegar to taste and salt.']","['1/2 cup water' '2 cloves garlic, minced' '1/4 teaspoon salt']",http://images.media-allrecipes.com/userphotos/560x315/1295611.jpg,True,True
Gingery Lemonade,"Spiked with plenty of fresh ginger, this spiced lemonade will warm you up and cool you down.","['In an 8-quart saucepan combine SPLENDA(R) Granulated Sweetener, water, and ginger root. Heat to boiling, stirring occasionally. Remove from heat.'
 'Stir in lemon juice. Cool 15 minutes. Refrigerate lemonade at least 1 hour, or until chilled.'
 'Serve over ice, and garnish with lemon slices.']","['1 1/2 cups SPLENDA® No Calorie Sweetener, Granulated' '4 quarts water'
 '14 slices fresh ginger root' '4 cups fresh lemon juice'
 '2 lemons, sliced']",http://images.media-allrecipes.com/userphotos/250x250/985373.jpg,True,True
Simple Cajun Seasoning,Here is a simple way to make Cajun seasoning using normal kitchen spices.,"['Combine the salt, oregano, paprika, cayenne pepper, and black pepper in a plastic bag and shake to mix.']","['2 1/2 tablespoons salt' '1 tablespoon dried oregano'
 '1 tablespoon paprika' '1 tablespoon cayenne pepper'
 '1 tablespoon ground black pepper']",http://images.media-allrecipes.com/userphotos/560x315/1054932.jpg,True,True
Lemon-Basil Vinaigrette Corn Topper,Summer corn gets even better with a squeeze of tangy lemon and a sprinkle of fresh basil.,"['Whisk lemon juice, oil and basil in a small bowl. Season with salt and pepper. Brush over hot corn.']","['1 tablespoon lemon juice' '2 teaspoons extra-virgin olive oil'
 '2 teaspoons minced fresh basil'
 'Salt and freshly ground pepper to taste']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,True,True
Dry Spice Rub for Lamb or Beef,"I got this recipe from my grama. It can be used on lamb or beef, and the flavors can be adjusted to suit your taste.","['Mix together the paprika, thyme, basil, cumin, and curry powder, if desired, in a small bowl. When ready to use, evenly sprinkle a light coating onto lamb or beef and pat into surface of the meat. For the most flavorful results, season meat and place in a resealable plastic bag; refrigerate 2 hours before cooking.']","['1 teaspoon paprika' '1 1/2 teaspoons dried thyme'
 '1 1/2 teaspoons dried basil' '3/4 teaspoon cumin'
 '2 tablespoons curry powder (optional)']",http://images.media-allrecipes.com/userphotos/560x315/2840717.jpg,True,True
Garlicky Green Beans,"We cook then cool the beans in advance so they can be heated up and seasoned moments before the meal. If you don't like tarragon, substitute dill or leave it out completely.","['Bring a large pot of water to a boil. Place a large bowl of ice water next to the stove.'
 'Add half the green beans to the boiling water and cook until tender-crisp, about 4 minutes. Transfer the beans with a slotted spoon to the ice water to cool. Repeat with the remaining beans. Place a kitchen towel on a baking sheet and use a slotted spoon to transfer the beans from the ice water; blot dry with another towel.'
 'Just before serving, heat oil in a large Dutch oven or large skillet over medium heat. Add garlic and cook, stirring constantly, until fragrant, about 30 seconds. Add the green beans and stir. Add parsley, tarragon, salt and pepper and cook, stirring, until heated through, 1 to 3 minutes.']","['2 pounds green beans, trimmed' '3 tablespoons extra-virgin olive oil'
 '3 tablespoons minced garlic' '3 tablespoons minced fresh parsley'
 '1 tablespoon chopped fresh tarragon' '1/2 teaspoon salt'
 'Freshly ground pepper to taste']",http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,True,True
